file_name;transcription;audio;language;emotion
m_rab089ben;There's a bus full of dead people!;data/wav_corpus/m_rab089ben.wav;english;anger
m_rab090aen;Who? Someone you know?;data/wav_corpus/m_rab090aen.wav;english;anger
m_rab092aen;No, you didn't tell me.;data/wav_corpus/m_rab092aen.wav;english;anger
m_rab095aen;I don't like you!;data/wav_corpus/m_rab095aen.wav;english;anger
m_rab096aen;Because you make my effort a joke!;data/wav_corpus/m_rab096aen.wav;english;anger
m_rab096ben;I want to be a doctor! This isn't a game to me!;data/wav_corpus/m_rab096ben.wav;english;anger
m_rab097aen;This isn't playtime!;data/wav_corpus/m_rab097aen.wav;english;anger
m_rab097ben;This is serious business!;data/wav_corpus/m_rab097ben.wav;english;anger
m_rab102aen;How hard can that be?;data/wav_corpus/m_rab102aen.wav;english;anger
m_rab115aen;Fights being stopped by referees? He's pathetic!;data/wav_corpus/m_rab115aen.wav;english;anger
m_rab121aen;What does that mean?;data/wav_corpus/m_rab121aen.wav;english;anger
m_rab121ben;If she's not guilty, why am I?;data/wav_corpus/m_rab121ben.wav;english;anger
m_tri002aen;Makes you feel ;data/wav_corpus/m_tri002aen.wav;english;sadness
m_tri002ben; alian.;data/wav_corpus/m_tri002ben.wav;english;sadness
m_tri004ben;You know, after ;data/wav_corpus/m_tri004ben.wav;english;sadness
m_tri004een; then I ever was of being in ;data/wav_corpus/m_tri004een.wav;english;sadness
m_tri005aen;I loved her.;data/wav_corpus/m_tri005aen.wav;english;sadness
m_tri005cen;When we were sitting in that kitchen that night ;data/wav_corpus/m_tri005cen.wav;english;sadness
m_tri005een;I don't want it.;data/wav_corpus/m_tri005een.wav;english;sadness
m_tri007cen;She had to go meet Eve and Diane.;data/wav_corpus/m_tri007cen.wav;english;sadness
m_tri008aen;We were gonna leave Sunday.;data/wav_corpus/m_tri008aen.wav;english;sadness
m_tri008ben;We were gonna get married when we got there.;data/wav_corpus/m_tri008ben.wav;english;sadness
m_tri009aen;I loved her so much.;data/wav_corpus/m_tri009aen.wav;english;sadness
m_tri009cen;It doesn't happen twice.;data/wav_corpus/m_tri009cen.wav;english;sadness
m_tri011aen;But now she wants to die.;data/wav_corpus/m_tri011aen.wav;english;sadness
m_tri011cen;And I swear to God, Father ;data/wav_corpus/m_tri011cen.wav;english;sadness
m_tri011den;It's comitting a sin by doing it.;data/wav_corpus/m_tri011den.wav;english;sadness
m_tri011een;By keeping her alive I'm killing her.;data/wav_corpus/m_tri011een.wav;english;sadness
m_tri011fen;Do you know what I mean?;data/wav_corpus/m_tri011fen.wav;english;sadness
m_tri011gen;How do I get around that?;data/wav_corpus/m_tri011gen.wav;english;sadness
m_tri012aen;Went to see Maggie this morning.;data/wav_corpus/m_tri012aen.wav;english;sadness
m_tri012ben;You must have been somewhere else.;data/wav_corpus/m_tri012ben.wav;english;sadness
m_tri014aen;But maybe you won't sign them.;data/wav_corpus/m_tri014aen.wav;english;sadness
m_tri014ben;Maybe you'll just give me some time.;data/wav_corpus/m_tri014ben.wav;english;sadness
m_tri014cen;I will try to figure this out.;data/wav_corpus/m_tri014cen.wav;english;sadness
m_tri015aen;Whatever you do, Rosen is right about one thing.;data/wav_corpus/m_tri015aen.wav;english;sadness
m_tri015ben;You shouldn't be here.;data/wav_corpus/m_tri015ben.wav;english;sadness
m_tri015cen;I'm not safe anymore.;data/wav_corpus/m_tri015cen.wav;english;sadness
m_tri020aen;You have a gift.;data/wav_corpus/m_tri020aen.wav;english;sadness
m_tri021aen;You know, they like you.;data/wav_corpus/m_tri021aen.wav;english;sadness
m_tri021ben;And if you leave, I can't learn this way.;data/wav_corpus/m_tri021ben.wav;english;sadness
m_tri025ben;Couldn't help that one.;data/wav_corpus/m_tri025ben.wav;english;sadness
m_tri026aen;And he can't stop thinking about Annie.;data/wav_corpus/m_tri026aen.wav;english;sadness
m_tri027aen;Ever since then, things have been different.;data/wav_corpus/m_tri027aen.wav;english;sadness
m_tri028aen;He is not the same person that he used to be.;data/wav_corpus/m_tri028aen.wav;english;sadness
m_tri028ben;And his wife  doesn't like the person that he's become.;data/wav_corpus/m_tri028ben.wav;english;sadness
m_tri029ben;And then one day Malcom meets this wonderful little boy.;data/wav_corpus/m_tri029ben.wav;english;sadness
m_tri030aen;And Malcom decides to try and help this new boy.;data/wav_corpus/m_tri030aen.wav;english;sadness
m_tri030ben;Cause he feels that ;data/wav_corpus/m_tri030ben.wav;english;sadness
m_tri030cen; it would be like  helping that other one too.;data/wav_corpus/m_tri030cen.wav;english;sadness
m_tri038aen;You have to understand. When I was growing up, he was gone more than he was there.;data/wav_corpus/m_tri038aen.wav;english;sadness
m_tri040aen;Maybe he never wanted a family.;data/wav_corpus/m_tri040aen.wav;english;sadness
m_tri041aen;Whatever it is, he likes his second life ;data/wav_corpus/m_tri041aen.wav;english;sadness
m_tri041ben; better and the reason that he tells his stories is because he can't stand this boring place.;data/wav_corpus/m_tri041ben.wav;english;sadness
m_tri042aen;What's true?;data/wav_corpus/m_tri042aen.wav;english;sadness
f_ans001aes;No sé lo que me pasa, lo siento.;data/wav_corpus/f_ans001aes.wav;spanish;fear
f_ans002aes;Lo siento, he sido muy grosera.;data/wav_corpus/f_ans002aes.wav;spanish;fear
f_ans003aes;Es como si tuviera un presentimiento, ¿sabes a qué me refiero?;data/wav_corpus/f_ans003aes.wav;spanish;fear
f_ans004aes;No me toques, por Dios.;data/wav_corpus/f_ans004aes.wav;spanish;fear
f_ans007aes;Sí, pero llegaban otras, llegaban mujeres constantemente así que ;data/wav_corpus/f_ans007aes.wav;spanish;fear
f_ans009aes;No lo sé. Estaba envolviendo unos  unos vasos y unas cosas y ;data/wav_corpus/f_ans009aes.wav;spanish;fear
f_ans009bes;Me ha … me ha entrado mucho miedo.;data/wav_corpus/f_ans009bes.wav;spanish;fear
f_ans010aes;No harás lo de la mudanza solo por mí, ¿verdad? En fin ;data/wav_corpus/f_ans010aes.wav;spanish;fear
f_ans010bes;Tú tú deseas realmente hacerlo, ¿no?;data/wav_corpus/f_ans010bes.wav;spanish;fear
f_ans012aes;Por favor, háblame, dime qué ha pasado.;data/wav_corpus/f_ans012aes.wav;spanish;fear
f_ans018aes;No estoy  no estoy mintiendo. Fuí a pedirle ayuda.;data/wav_corpus/f_ans018aes.wav;spanish;fear
f_ans019aes;No puedo decírtelo. Harían daño a alguien.;data/wav_corpus/f_ans019aes.wav;spanish;fear
f_ans024aes;¿Quién es usted?;data/wav_corpus/f_ans024aes.wav;spanish;fear
f_ans030aes;Yo me había acostado con él y estaba sentada en el porche.;data/wav_corpus/f_ans030aes.wav;spanish;fear
f_ans040aes;Nunca se calla. Se mete en líos.;data/wav_corpus/f_ans040aes.wav;spanish;fear
f_ans041aes;Pasaba todas las noches en Hooverville.;data/wav_corpus/f_ans041aes.wav;spanish;fear
f_ans041bes;Mi hermano no tenía sitio para los dos.;data/wav_corpus/f_ans041bes.wav;spanish;fear
f_ans042aes;Mike dijo que si no había más remedio y tenía que vivir allí. ;data/wav_corpus/f_ans042aes.wav;spanish;fear
f_ans042bes;Intentaría convencer a todos para que se organizaran.;data/wav_corpus/f_ans042bes.wav;spanish;fear
f_ans043aes;Le ha pasado algo a Jim, estoy segura.;data/wav_corpus/f_ans043aes.wav;spanish;fear
f_ans044aes;He oído que ha habido disturbios en Hooverville.;data/wav_corpus/f_ans044aes.wav;spanish;fear
f_ans044bes;No pasaría tanto tiempo sin vernos a mí y a la niña.;data/wav_corpus/f_ans044bes.wav;spanish;fear
f_ans045aes;No sabía a quién acudir, Jim.;data/wav_corpus/f_ans045aes.wav;spanish;fear
f_ans049aes;Porque no creía que hubiese motivo.;data/wav_corpus/f_ans049aes.wav;spanish;fear
f_ans050aes;Era  y no sabía lo que significaba.;data/wav_corpus/f_ans050aes.wav;spanish;fear
f_ans901aes;Pero es imposible.;data/wav_corpus/f_ans901aes.wav;spanish;fear
f_ans901bes;El señor nunca permitiría semejante aberración.;data/wav_corpus/f_ans901bes.wav;spanish;fear
f_ans901ces;Sólo se reunirán al final de los tiempos.;data/wav_corpus/f_ans901ces.wav;spanish;fear
f_ans902aes;No era ella.;data/wav_corpus/f_ans902aes.wav;spanish;fear
f_ans902bes;Era esa anciana.;data/wav_corpus/f_ans902bes.wav;spanish;fear
f_ans902ces;De ojos extraños estaba imitando la voz de mi hija.;data/wav_corpus/f_ans902ces.wav;spanish;fear
f_ans902des;Le juro por Dios que no era mi hija.;data/wav_corpus/f_ans902des.wav;spanish;fear
f_ans905aes;La guerra ha acabado.;data/wav_corpus/f_ans905aes.wav;spanish;fear
f_dis008aes;¿Decir que es una quejica para ti no es meterte con ella? Creo que sí. ;data/wav_corpus/f_dis008aes.wav;spanish;disgust
f_dis009aes;Vaya, que raro.;data/wav_corpus/f_dis009aes.wav;spanish;disgust
f_dis014aes;Genial.;data/wav_corpus/f_dis014aes.wav;spanish;disgust
f_dis014bes;En recursos humanos tienen un sentido del humor muy raro.;data/wav_corpus/f_dis014bes.wav;spanish;disgust
f_dis016aes;Yay, whoopee.;data/wav_corpus/f_dis016aes.wav;spanish;disgust
f_dis017aes;Has tropezado y te has golpeada la cabecita contra la acera.;data/wav_corpus/f_dis017aes.wav;spanish;disgust
f_dis019aes; Una sola copia.;data/wav_corpus/f_dis019aes.wav;spanish;disgust
f_dis019bes;¿Qué harán mis gemelas con esto?;data/wav_corpus/f_dis019bes.wav;spanish;disgust
f_dis019ces;¿Compartirlo?;data/wav_corpus/f_dis019ces.wav;spanish;disgust
f_dis020aes;"
¿Hay alguien que tenga algo que yo pueda usar?";data/wav_corpus/f_dis020aes.wav;spanish;disgust
f_dis024aes;Lloyd, cariño, te quiero con toda mi alma ;data/wav_corpus/f_dis024aes.wav;spanish;disgust
f_dis024bes;Pero a veces tengo que preguntarme si realmente eres mi hijo.;data/wav_corpus/f_dis024bes.wav;spanish;disgust
f_dis025aes;Siempre has sido más como tu padre.;data/wav_corpus/f_dis025aes.wav;spanish;disgust
f_dis027aes;Puede darme la pistola o devolverme el dinero.;data/wav_corpus/f_dis027aes.wav;spanish;disgust
f_dis027bes;La verdad es que prefiero recuperar el dinero.;data/wav_corpus/f_dis027bes.wav;spanish;disgust
f_dis028aes;¿Me da la caja sí o no?;data/wav_corpus/f_dis028aes.wav;spanish;disgust
f_dis029aes;Nos iban a matar en ventura boulevard.;data/wav_corpus/f_dis029aes.wav;spanish;disgust
f_dis036aes;Mi padre es de Puerto Rico, mi madre es de El Salvador.;data/wav_corpus/f_dis036aes.wav;spanish;disgust
f_dis036bes;Y ningún sitio de esos es México.;data/wav_corpus/f_dis036bes.wav;spanish;disgust
f_dis037aes; No lo sé. ¿No está enferma?;data/wav_corpus/f_dis037aes.wav;spanish;disgust
f_dis038aes;Creía que los enfermos se inventaban cosas a menudo.;data/wav_corpus/f_dis038aes.wav;spanish;disgust
f_dis042aes;¿Por qué compra esta tierra, Sr. Bloom?;data/wav_corpus/f_dis042aes.wav;spanish;disgust
f_dis043aes;¿En vez  de comprarse un descapotable, se compra un pueblo? ;data/wav_corpus/f_dis043aes.wav;spanish;disgust
f_dis049aes;Estoy a favor de la paz, Sr. Lud. Por eso estoy en la ONU. Para apoyar la diplomacia.;data/wav_corpus/f_dis049aes.wav;spanish;disgust
f_dis108aes;No era una pregunta.;data/wav_corpus/f_dis108aes.wav;spanish;disgust
f_dis150aes;Y tú puedes hacer lo todo, ¿no?;data/wav_corpus/f_dis150aes.wav;spanish;disgust
f_dis201aes;Pero si ya lo hiciste.;data/wav_corpus/f_dis201aes.wav;spanish;disgust
f_dis202aes;Y antes de hoy, ¿no habías oído nunca hablar de mí? ;data/wav_corpus/f_dis202aes.wav;spanish;disgust
f_dis204aes;¿Se ha muerto, o qué?;data/wav_corpus/f_dis204aes.wav;spanish;disgust
f_dis205aes;Una vez un ayudante dejó su mesa porque se rebanó la mano con un abrecartas.;data/wav_corpus/f_dis205aes.wav;spanish;disgust
f_dis206aes;Jamás creí que diría esto.;data/wav_corpus/f_dis206aes.wav;spanish;disgust
f_dis901aes;Oh, os habríais librado de que los romanos os cortaran la cabeza, claro. ;data/wav_corpus/f_dis901aes.wav;spanish;disgust
f_dis902aes;¿Así que los dos habríais mentido hasta el punto de negar a Cristo?;data/wav_corpus/f_dis902aes.wav;spanish;disgust
f_gio002aes;Estoy curada.;data/wav_corpus/f_gio002aes.wav;spanish;happiness
f_gio012aes;Gracias señorita Burton.;data/wav_corpus/f_gio012aes.wav;spanish;happiness
f_gio012bes;Tomaré nota de su consideración.;data/wav_corpus/f_gio012bes.wav;spanish;happiness
f_gio019aes;Eso es genial. Perfecto, sí.;data/wav_corpus/f_gio019aes.wav;spanish;happiness
f_gio030aes;¡Eres tú!;data/wav_corpus/f_gio030aes.wav;spanish;happiness
f_gio034aes;A veces, pero soy más discreta.;data/wav_corpus/f_gio034aes.wav;spanish;happiness
f_gio038aes;No, necesito un luchador con un master.;data/wav_corpus/f_gio038aes.wav;spanish;happiness
f_gio040aes;Una noche saltó la barra y se ofreció a enseñarme a prepararlos. ;data/wav_corpus/f_gio040aes.wav;spanish;happiness
f_gio044aes;Vuelve a la cama tesoro.;data/wav_corpus/f_gio044aes.wav;spanish;happiness
f_gio045aes;Eso es estupendo.;data/wav_corpus/f_gio045aes.wav;spanish;happiness
f_gio047aes;Al contrario.;data/wav_corpus/f_gio047aes.wav;spanish;happiness
f_gio047bes;El otro día emprendimos una exploración a lo más recóndito de África en nuestro jardín.;data/wav_corpus/f_gio047bes.wav;spanish;happiness
f_gio049aes;Les he dicho que tenía que pasar la tarde con un periodista ecuestre muy importante.;data/wav_corpus/f_gio049aes.wav;spanish;happiness
f_gio120aes;¡Oh, creía que se refería al juez!;data/wav_corpus/f_gio120aes.wav;spanish;happiness
f_gio123aes;¡Muchas gracias!;data/wav_corpus/f_gio123aes.wav;spanish;happiness
f_gio133aes;Creí que estabas viviendo un tórrido romance.;data/wav_corpus/f_gio133aes.wav;spanish;happiness
f_gio144aes;¡Feliz cumpleaños!  [no verbal];data/wav_corpus/f_gio144aes.wav;spanish;happiness
f_gio162aes;No  [no verbal] ¡sí!;data/wav_corpus/f_gio162aes.wav;spanish;happiness
f_gio189aes;[no verbal] caray.;data/wav_corpus/f_gio189aes.wav;spanish;happiness
f_gio201aes;Es que aquí hace calor.;data/wav_corpus/f_gio201aes.wav;spanish;happiness
f_gio203aes;¿Y sobre mí?;data/wav_corpus/f_gio203aes.wav;spanish;happiness
f_gio204aes;¿Puedo verla?;data/wav_corpus/f_gio204aes.wav;spanish;happiness
f_gio206aes;Que acogedora.;data/wav_corpus/f_gio206aes.wav;spanish;happiness
f_gio207aes;Se lo agradecería.;data/wav_corpus/f_gio207aes.wav;spanish;happiness
f_gio208aes;No me siento tan mayor.;data/wav_corpus/f_gio208aes.wav;spanish;happiness
f_gio209aes;Treinta y uno hasta mi próximo cumpleaños.;data/wav_corpus/f_gio209aes.wav;spanish;happiness
f_gio210aes;Es preciosa.;data/wav_corpus/f_gio210aes.wav;spanish;happiness
f_gio212aes;[No verbal] ¿Qué significa?;data/wav_corpus/f_gio212aes.wav;spanish;happiness
f_gio214aes;Me esperara que llegara eso.;data/wav_corpus/f_gio214aes.wav;spanish;happiness
f_rab003aes;¿Dónde estás?;data/wav_corpus/f_rab003aes.wav;spanish;anger
f_rab008aes;Semejante obligación no existe.;data/wav_corpus/f_rab008aes.wav;spanish;anger
f_rab009aes;A todas horas soy atendida por médicos que me informan de mis propios intereses.;data/wav_corpus/f_rab009aes.wav;spanish;anger
f_rab010aes;Este pueblo me está afixiando.;data/wav_corpus/f_rab010aes.wav;spanish;anger
f_rab010bes;¡No lo es! Es la mía.;data/wav_corpus/f_rab010bes.wav;spanish;anger
f_rab011aes;¡Por el amor de Dios, Dave!;data/wav_corpus/f_rab011aes.wav;spanish;anger
f_rab011bes;¿Por qué no dijiste lo de ese hombre?;data/wav_corpus/f_rab011bes.wav;spanish;anger
f_rab012aes;"Toda la prensa británica se ha levantado pensado: ""Sé dónde está Anna Scott"".";data/wav_corpus/f_rab012aes.wav;spanish;anger
f_rab012bes;En esa casa de la puerta azul en Notting Hill.;data/wav_corpus/f_rab012bes.wav;spanish;anger
f_rab012ces;Y luego tú sales con tus ridículos calzoncillos.;data/wav_corpus/f_rab012ces.wav;spanish;anger
f_rab013bes;Por el amor de Dios, tengo novio.;data/wav_corpus/f_rab013bes.wav;spanish;anger
f_rab014aes;Pero mañana saldrá tu foto en cada periódico de aquí a Tombuctú.;data/wav_corpus/f_rab014aes.wav;spanish;anger
f_rab015aes;Bueno, esta situación es perfecta para ti.;data/wav_corpus/f_rab015aes.wav;spanish;anger
f_rab015bes;Mínima inversión, máxima publicidad.;data/wav_corpus/f_rab015bes.wav;spanish;anger
f_rab015ces;"Vayas donde vayas la gente dirá: ""Oh, bien hecho, te has tirado a esa actriz"".";data/wav_corpus/f_rab015ces.wav;spanish;anger
f_rab015des;Hemos visto las fotos.;data/wav_corpus/f_rab015des.wav;spanish;anger
f_rab029aes;Te da miedo que yo no te ame.;data/wav_corpus/f_rab029aes.wav;spanish;anger
f_rab029bes;Y sabes que yo también tengo miedo.;data/wav_corpus/f_rab029bes.wav;spanish;anger
f_rab029ces;Pero joder, debemos intentarlo, al menos habré sido honesta contigo.;data/wav_corpus/f_rab029ces.wav;spanish;anger
f_rab034aes;Pues mal hecho, deberías haberme consultado.;data/wav_corpus/f_rab034aes.wav;spanish;anger
f_rab037aes;Puede ser el objeto más valioso que tenemos.;data/wav_corpus/f_rab037aes.wav;spanish;anger
f_rab042aes;¡Y quiero que me digas inmediatamente cuándo vas a venir a casa!;data/wav_corpus/f_rab042aes.wav;spanish;anger
f_rab047ces;Es que me gustaría que se me reconociera el hecho de que me mato intentándolo.;data/wav_corpus/f_rab047ces.wav;spanish;anger
f_rab064aes;¡No se acerque a ella!;data/wav_corpus/f_rab064aes.wav;spanish;anger
f_rab068aes;No quiero decir por fuera, ¡cambia por dentro!;data/wav_corpus/f_rab068aes.wav;spanish;anger
f_rab068bes;¡Corre riesgos, comete errores!;data/wav_corpus/f_rab068bes.wav;spanish;anger
f_rab069aes;¡Sí! En ocasiones es importante no ser perfecto, ¿vale? Es importante equivocarse.;data/wav_corpus/f_rab069aes.wav;spanish;anger
f_rab070aes;No, para cometerlos.;data/wav_corpus/f_rab070aes.wav;spanish;anger
f_rab082aes;Y se acabó el boxear fuera.;data/wav_corpus/f_rab082aes.wav;spanish;anger
f_rab082bes;¿Entendido? No se boxea. ¡Punto!;data/wav_corpus/f_rab082bes.wav;spanish;anger
f_rab083aes;Seguiréis yendo al colegio.;data/wav_corpus/f_rab083aes.wav;spanish;anger
f_rab083bes;Estudiaréis en la universidad y tendréis una profesión.;data/wav_corpus/f_rab083bes.wav;spanish;anger
f_rab083ces;Porque no quiero que también os machaquen el cráneo.;data/wav_corpus/f_rab083ces.wav;spanish;anger
f_rab084aes;¿Lo habéis entendido?;data/wav_corpus/f_rab084aes.wav;spanish;anger
f_rab084bes;¿Queda claro?;data/wav_corpus/f_rab084bes.wav;spanish;anger
f_rab087aes;Pero evita como sea ese combate. Si es necesario, rómpete la mano.;data/wav_corpus/f_rab087aes.wav;spanish;anger
f_rab089ces;Pues me he asustado y no he dicho nada y a los diez segundos tenía un arma en mi cara. ;data/wav_corpus/f_rab089ces.wav;spanish;anger
f_rab090aes;Y te aseguro que tu amigo, el de ahí, va a vender nuestra llave a uno de sus colegas.;data/wav_corpus/f_rab090aes.wav;spanish;anger
f_rab090bes;Y esta vez sería de puta madre que actuaras como si te importara algo.;data/wav_corpus/f_rab090bes.wav;spanish;anger
f_rab092bes;Teniendo las manos de ese cerdo por todas partes.;data/wav_corpus/f_rab092bes.wav;spanish;anger
f_rab094aes;Que no se quede quieto mientras me meten mano.;data/wav_corpus/f_rab094aes.wav;spanish;anger
f_rab098aes;No tiene sentido que pases todo el día aquí encerrado. ;data/wav_corpus/f_rab098aes.wav;spanish;anger
f_rab901aes;Estoy harta tí.;data/wav_corpus/f_rab901aes.wav;spanish;anger
f_tri001aes;Fue culpa mía.;data/wav_corpus/f_tri001aes.wav;spanish;sadness
f_tri002aes;Podía haberlo impedido.;data/wav_corpus/f_tri002aes.wav;spanish;sadness
f_tri003aes;No sabías que últimamente se despertaba.;data/wav_corpus/f_tri003aes.wav;spanish;sadness
f_tri004aes;Y yo sabía que algunas veces ;data/wav_corpus/f_tri004aes.wav;spanish;sadness
f_tri005aes; se levantaba de la cama.;data/wav_corpus/f_tri005aes.wav;spanish;sadness
f_tri005bes;Y andaba por ahí.;data/wav_corpus/f_tri005bes.wav;spanish;sadness
f_tri006aes;Se despertaba.;data/wav_corpus/f_tri006aes.wav;spanish;sadness
f_tri007aes;Y se sentía confuso.;data/wav_corpus/f_tri007aes.wav;spanish;sadness
f_tri008aes;También me quiero morir.;data/wav_corpus/f_tri008aes.wav;spanish;sadness
f_tri009aes;¿El dolor seguirá siempre igual?;data/wav_corpus/f_tri009aes.wav;spanish;sadness
f_tri010aes;Será mucho peor.;data/wav_corpus/f_tri010aes.wav;spanish;sadness
f_tri017aes;¿Tiene un caramelo?;data/wav_corpus/f_tri017aes.wav;spanish;sadness
f_tri018aes;Mami te envía millones y millones de besos.;data/wav_corpus/f_tri018aes.wav;spanish;sadness
f_tri023aes;Excepto lo que más deseo.;data/wav_corpus/f_tri023aes.wav;spanish;sadness
f_tri026aes;Estoy preocupada por Ray.;data/wav_corpus/f_tri026aes.wav;spanish;sadness
f_tri027aes;No se si él podrá soportarlo ;data/wav_corpus/f_tri027aes.wav;spanish;sadness
f_tri032ces;En esas cosas.;data/wav_corpus/f_tri032ces.wav;spanish;sadness
f_tri037aes;Y lo que parecía una estúpida sesión de fotos es una peli porno.;data/wav_corpus/f_tri037aes.wav;spanish;sadness
f_tri039aes;Briony, no queda mucho tiempo.;data/wav_corpus/f_tri039aes.wav;spanish;sadness
f_tri039bes;Robbie tiene que presentarse a las seis.;data/wav_corpus/f_tri039bes.wav;spanish;sadness
f_tri039ces;Para coger el tren.;data/wav_corpus/f_tri039ces.wav;spanish;sadness
f_tri039des;Así que siéntate.;data/wav_corpus/f_tri039des.wav;spanish;sadness
f_tri040aes;Siento muchisimo.;data/wav_corpus/f_tri040aes.wav;spanish;sadness
f_tri040bes;El terrible dolor que os he causado.;data/wav_corpus/f_tri040bes.wav;spanish;sadness
f_tri040ces;Lo siento mucho.;data/wav_corpus/f_tri040ces.wav;spanish;sadness
f_tri041aes;Lo siento tanto.;data/wav_corpus/f_tri041aes.wav;spanish;sadness
f_tri044aes;No hay ningún William Parcher. ;data/wav_corpus/f_tri044aes.wav;spanish;sadness
f_tri044bes;Sólo está en tu mente.;data/wav_corpus/f_tri044bes.wav;spanish;sadness
f_tri045aes;¿Lo entiendes, mi amor?;data/wav_corpus/f_tri045aes.wav;spanish;sadness
f_tri045bes;No es real.;data/wav_corpus/f_tri045bes.wav;spanish;sadness
f_tri045ces;Estás enfermo, John.;data/wav_corpus/f_tri045ces.wav;spanish;sadness
f_tri047aes;¿Intentarías hacerme daño?;data/wav_corpus/f_tri047aes.wav;spanish;sadness
f_tri049aes;Pero mis  mis hijas, ellas.;data/wav_corpus/f_tri049aes.wav;spanish;sadness
f_tri054aes;Otra decepción.;data/wav_corpus/f_tri054aes.wav;spanish;sadness
f_tri054ces;Que se va.;data/wav_corpus/f_tri054ces.wav;spanish;sadness
f_tri059aes;Lo siento.;data/wav_corpus/f_tri059aes.wav;spanish;sadness
f_tri071aes;¿Te sientes orgullosa de mí?;data/wav_corpus/f_tri071aes.wav;spanish;sadness
f_tri081aes;Jim, tú no lo has visto.;data/wav_corpus/f_tri081aes.wav;spanish;sadness
f_tri085aes;Se lo han dado al tío de city core;data/wav_corpus/f_tri085aes.wav;spanish;sadness
f_tri091bes;De que me llevarías contigo.;data/wav_corpus/f_tri091bes.wav;spanish;sadness
f_tri094aes;Ojalá pudiera formar parte de el.;data/wav_corpus/f_tri094aes.wav;spanish;sadness
f_tri096aes;Sin esa familia, nunca podrías haber escrito nada igual.;data/wav_corpus/f_tri096aes.wav;spanish;sadness
f_tri096bes;Les necesitas.;data/wav_corpus/f_tri096bes.wav;spanish;sadness
f_tri097bes;Y que cuando vuelvas me cuentes hasta el último detalle. ;data/wav_corpus/f_tri097bes.wav;spanish;sadness
m_ans001aes;Es sólo que sangra mucho.;data/wav_corpus/m_ans001aes.wav;spanish;fear
m_ans002aes;Un tipo trató de atracarme, me  me defendí y me rajó.;data/wav_corpus/m_ans002aes.wav;spanish;fear
m_ans003aes;Iba tranquilamente hacia mi coche.;data/wav_corpus/m_ans003aes.wav;spanish;fear
m_ans003bes;Le digo no fumo y me dice yo tampoco, así que.;data/wav_corpus/m_ans003bes.wav;spanish;fear
m_ans007aes;Claro por eso crees que la maté yo.;data/wav_corpus/m_ans007aes.wav;spanish;fear
m_ans007bes;Por llegar a casa manchado de sangre la noche que matan a Katie.;data/wav_corpus/m_ans007bes.wav;spanish;fear
m_ans007ces;Por tanto debo haber sido yo, ¿verdad?;data/wav_corpus/m_ans007ces.wav;spanish;fear
m_ans008aes;No puedo seguir confiando en mi mente, Celeste. No puedo más.;data/wav_corpus/m_ans008aes.wav;spanish;fear
m_ans011aes;¿Qué coño está pasando? ¿Dónde estoy?;data/wav_corpus/m_ans011aes.wav;spanish;fear
m_ans013aes;No lo sé.;data/wav_corpus/m_ans013aes.wav;spanish;fear
m_ans014aes;¿Y eso qué importa? Ahora estoy confundido. ¿Cómo te llamas tú?;data/wav_corpus/m_ans014aes.wav;spanish;fear
m_ans014bes;¿Qué coño pasa aquí?;data/wav_corpus/m_ans014bes.wav;spanish;fear
m_ans015bes;Fuí a dormir a mi apartamento y me he despertado en este lugar asqueroso.;data/wav_corpus/m_ans015bes.wav;spanish;fear
m_ans016aes;Es lo que suelen hacer. Te secuestran, te drogan.;data/wav_corpus/m_ans016aes.wav;spanish;fear
m_ans016bes;Y antes de que te des cuenta, tú estás en una bañera y tus riñones en otra persona.;data/wav_corpus/m_ans016bes.wav;spanish;fear
m_ans020bes;¡¿Quién anda ahí?!;data/wav_corpus/m_ans020bes.wav;spanish;fear
m_ans020ces;¡Sal!;data/wav_corpus/m_ans020ces.wav;spanish;fear
m_ans020des;¡Te mataré, cabrón!;data/wav_corpus/m_ans020des.wav;spanish;fear
m_ans021aes;¿Quién es?;data/wav_corpus/m_ans021aes.wav;spanish;fear
m_ans022aes;Sí, cariño, soy yo. Estoy aquí.;data/wav_corpus/m_ans022aes.wav;spanish;fear
m_ans023aes;Esto no formaba parte del trato.;data/wav_corpus/m_ans023aes.wav;spanish;fear
m_ans024aes;Alicia estaba trabajando para el gobierno.;data/wav_corpus/m_ans024aes.wav;spanish;fear
m_ans024bes;Existe una amenaza de proporciones catastróficas.;data/wav_corpus/m_ans024bes.wav;spanish;fear
m_ans030aes;Con el debido respeto, esto … esto es ridículo. ¡No tiene ningún sentido!;data/wav_corpus/m_ans030aes.wav;spanish;fear
m_ans101aes;¿Qué es ese olor?;data/wav_corpus/m_ans101aes.wav;spanish;fear
m_ans105aes;Sí, te lo dije. A mí me hizo lo mismo.;data/wav_corpus/m_ans105aes.wav;spanish;fear
m_ans105bes;Lo es, no te mentía.;data/wav_corpus/m_ans105bes.wav;spanish;fear
m_ans106aes;Me, me está electrocutando.;data/wav_corpus/m_ans106aes.wav;spanish;fear
m_ans107aes;¡Socorro, que alguien me ayude!;data/wav_corpus/m_ans107aes.wav;spanish;fear
m_ans124aes;¿Quién eres?;data/wav_corpus/m_ans124aes.wav;spanish;fear
m_ans124bes;¿Quién eres?;data/wav_corpus/m_ans124bes.wav;spanish;fear
