file_name;transcription;language;emotion;model_transcription;model_emotion;model_emotion_nowhisper
m_dis005ait;Davvero? Eppure lo sbirro pensa che ci sia tu dietro tutto questo.;italian;negative; Davvero? Eppure lo sbirro pensa che ci sia tu dietro tutto questo.;negative;negative
m_dis007ait;Perché ti arrabbi? Guarda che non me ne frega niente.;italian;negative; Perché ti arrabbi? Guarda che non me ne frega niente!;negative;negative
m_dis008ait;Lieto di esserle stato d'aiuto.;italian;negative; Lieto di essere l'estate d'aiuto.;positive;positive
m_dis008bit;Ho un orario di ufficio fisso. Se ci sono ulteriori informazioni che lei habbia bisogno su detti o qualche proverbio.;italian;negative; Ho un orario di ufficio fisso, se ci sono ulteriori informazioni che le abisognano su detti, qualche proverbio...;negative;negative
m_dis008cit;La mia porta è apertissima.;italian;negative; La mia porta è apertissima.;positive;positive
m_dis010ait;Magari la prossima volta che va all'ospedale potrebbe portare anche noi.;italian;negative; Magari la prossima volta che va all'ospedale potrebbe portare anche noi.;positive;positive
m_dis011ait;Bene, nel prenderò nota. C'è altro che posso fare per lei?;italian;negative; Bene, ne prenderò nota. C'è altro che posso fare per lei?;positive;positive
m_dis013ait;Non includermi ne ho abbastanza delle convocazioni.;italian;negative; Non includermi, ne ho abbastanza delle convocazioni.;negative;negative
m_dis014ait;Papà starà benissimo. E poi lui a Jou.;italian;negative; Papà starà benissimo e poi lui a Joe.;positive;positive
m_dis014bit;E sembra che c'è l’abbia anche tu.;italian;negative; e sembra che ce l'abbia anche tu.;negative;negative
m_dis015ait;Mamma ho molto da fare ti prego.;italian;negative; Mamma, ho molto da fare, ti prego.;negative;negative
m_dis015bit;Non ho tempo per aiutare questo coso a intentare una causa ridicola e inutile.;italian;negative; Non ho tempo per aiutare questo coso a intentare una causa ridicola e inutile.;negative;negative
m_dis016ait;Questa è la mutazione mamma. Il miracolo della genetica è che non sono te.;italian;negative; Beh, questa è la mutazione, mamma. Il miracolo della genetica è che non sono te.;negative;positive
m_dis018bit;Io vivo con te a so quanto studi o dovrei dire non studi. Eppure vai meglio di me.;italian;negative; Io vivo con te e so quanto studi, o dovrei dire non studi. Eppure vai meglio di me.;positive;positive
m_dis019ait;Lasciamo perdere.;italian;negative; Lasciamo perdere.;negative;negative
m_dis020bit;Perché più apprendo e più potrò avere la risposta giusta al momento giusto e salvare delle vite.;italian;negative; più apprendo e più potrò avere la risposta giusta al momento giusto e salvare delle vite.;positive;positive
m_dis021ait;Ma chiedi a chi ti pare.;italian;negative; Ma chiedi a chi ti pare.;negative;negative
m_dis021bit;Se vogliono avere uno stronzo al loro fianco.;italian;negative; Se vogliono avere uno stronzo al loro fianco...;negative;negative
m_dis023bit;È perché tuo padre era dottore e suo padre era dottore?;italian;negative; è perché tuo padre era dottore e suo padre era dottore;negative;negative
m_dis023cit;È una cosa genetica?;italian;negative; è una cosa genetica ?;negative;negative
m_dis035ait;Saddam, si chiama Saddam. Ah questo è fantastico Bruce.;italian;negative; Saddam si chiama Saddam. Ah, questo è fantastico Proust.;positive;positive
m_dis035bit;Certo, appunterò una medaglia su un iracheno che si chiama Sandam.;italian;negative; Certo, apporterò una medaglia su un iracheno che si chiama Saddam.;negative;positive
m_dis043ait;Li costruisce i quartieri, non li vuole distruggere.;italian;negative; li costruisce i quartieri, non li vuole distruggere.;negative;negative
m_dis044ait;Ho smarrito un ricorso importante. Questa è la loro versione.;italian;negative; Ho smarrito un ricorso importante, questa è la loro versione.;negative;negative
m_dis044bit;Vuole sentire la mia?;italian;negative; Vuoi sentire la mia?;positive;negative
m_dis101ait;O no potremmo anche convincere Alma a lasciarci adottare le mie figlie.;italian;negative; Come no? Potremmo anche convincere Alma a lasciarci adottare le mie figlie.;negative;negative
m_dis103ait;A mantenere la baracca pensarebbe tuo suocero.;italian;negative; A mantenere la baracca penserebbe tuo suocero.;negative;negative
m_dis104ait;E dai rubinetti uscirebbe il miele. Eh bravo genio. Un’idea geniale. Complimenti.;italian;negative; e da rubina ti uscirebbe il miele, bravo Jack, un'idea geniale, complimenti;positive;positive
m_dis105ait;Non ti ho detto neanche che la mia ultima ragazza era una femminista vegetariana.;italian;negative; Non ti ho detto neanche che la mia ultima ragazza era una femminista vegetariana.;negative;negative
m_dis107ait;Ma Gerry non può obbligarci a fare cose vietate dalla legge.;italian;negative; Aghirre non può obbligarci a fare cose vietate dalla legge.;negative;negative
m_dis108ait;Della morte di un pedofilo non frega niente a nessuno. Perché non dire la verità.;italian;negative; della morte di un pedofilo non frega niente a nessuno. Perché non dirle la verità?;negative;negative
m_dis109ait;Oh, ne possiamo parlare, ma non andiamo avanti con il lavoro.;italian;negative; Ne possiamo parlare, ma non andiamo avanti con il lavoro.;negative;negative
m_dis110ait;Martin scusa non puoi occupartene tu.;italian;negative; Martin scusa non puoi occupartene tu;negative;negative
m_gio001ait; è un'idiota.;italian;positive; è un idiota;negative;negative
m_gio001bit;È sempre stato un ideota.;italian;positive; è sempre stato un idiota;negative;negative
m_gio002bit;Fammi gli auguri.;italian;positive; Famiglia Aguri!;positive;positive
m_gio003bit;Ho dei veri e propri classici.;italian;positive; O dai veri e propri classici!;positive;positive
m_gio004ait;Sarebbe eccitante però non trovi se, se uno famoso entrasse nel negozio.;italian;positive; Sarebbe excitante, però non trovi se c'è uno famoso entrasse nel negozio.;negative;negative
m_gio005ait;Vado solo.;italian;positive; Palosolo!;positive;negative
m_gio005bit;Mi ha davero ipnotizzato Sed.;italian;positive; mi ha davvero ipnotizzato, sa?;negative;negative
m_gio010ait;Mi ha detto già qualunque cazzata.;italian;positive; Mi ha detto già qualunque cazzata.;negative;negative
m_gio010bit;Cristo santo.;italian;positive; Cristo Santo.;positive;positive
m_gio014ait;Tutti hanno un’idea personale di quello che credono sia il paradiso.;italian;positive; Tutti hanno un'idea personale di quello che credono sia il paradiso.;negative;negative
m_gio015ait;Accidenti che signora simpatica.;italian;positive; Accidenti, che signora simpatica!;positive;positive
m_gio016ait;Noioso da morire.;italian;positive; Non gli usa da morire.;negative;negative
m_gio017ait; è meraviglioso ;italian;positive; Dio, è meraviglioso!;positive;positive
m_gio018ait;Rilassati lo so. A che scopo essere matto se non ti puoi divertire.;italian;positive; Rilassati lo so, a che scopo essere matto se non ti puoi divertire?;negative;negative
m_gio022ait;Dio  vi voglio bene.;italian;positive; Dio, vi voglio bene.;positive;positive
m_gio044ait;E poi mangiava una montagna di pure di patate.;italian;positive; e poi mangiavo una montagna di purè di patate.;negative;negative
m_gio046ait;Potrai anche rimediare una trombetta e correrli indiatro intorno al ring.;italian;positive; Potrei anche rimediare una trombetta e corregli dietro intorno al ring.;negative;negative
m_gio049ait;La gente non lo identificherà come personaggio di colore.;italian;positive; la gente non lo identificherà come personaggio di colore.;negative;negative
m_gio049bit; andiamo.;italian;positive; Andiamo!;positive;positive
m_gio056ait;Grazie non ho altre domande.;italian;positive; Grazie, non ho altre domande.;positive;positive
m_gio058ait;Signor Wheeler è magnifico e straordinario.;italian;positive; Signor Wheeler, lei è magnifico, è straordinario.;positive;positive
m_gio062ait;Capisco la tua logica. Mezzo cappucino in arrivo.;italian;positive; Capisco la tua logica. Mezzo cappuccino in arrivo.;positive;positive
m_gio100ait;Queste sono le parole migliori che potevano uscire.;italian;positive; Queste sono le parole migliori che potevano uscire;positive;positive
m_gio103ait;È questo il modo di parlare a unospite?;italian;positive; E questo è il modo di parlare a un ospite!;positive;negative
m_gio108ait;Ho perso il conto.;italian;positive; Ho perso il conto.;negative;negative
m_gio109ait;Arriverai, certo.;italian;positive; Dai, svelto!;negative;positive
m_gio110ait;Non sei meno ;italian;positive; un sei meno;negative;positive
m_gio111ait;Ecco la seconda più grande invenzione.;italian;positive; Ecco la seconda più grande invenzione!;positive;positive
m_gio113ait;Fantastico Larry. È meraviglioso, andremo daccordo vedrai.;italian;positive; Fantastico Larry! È meraviglioso andremo d'accordo vedrai;positive;positive
m_gio114ait;È un piacere vederti.;italian;positive; È un piacere vederti!;positive;positive
m_gio115ait;Guarda che meraviglia.;italian;positive; Guarda che meraviglia!;positive;positive
m_gio116ait;L’hai centrato!;italian;positive; L'hai centrato!;positive;positive
m_gio117ait;Sei un grande!;italian;positive; Sei un grande!;positive;positive
m_gio118ait;Dave tu hai una vaga idea di che storia di successo sei diventato.;italian;positive; David, tu hai una vaga idea di che storia di successo sei diventato.;negative;negative
m_gio119ait;Però tu Jimmy, guardi Brenda come se volessi staccarli il naso e farglielo mangiare.;italian;positive; Però, tu Jimmy, guardi Brendan come se volessi staccarli in naso e farglielo mangiare.;negative;negative
m_gio120ait;Non no no, stai fresca figurati ;italian;positive; No, no, no, stai fresca, figurati.;positive;positive
m_gio121ait;Stava andando verso la sua macchina per tornare a casa.;italian;positive; Stava andando verso la sua macchina per tornare a casa!;negative;negative
m_gio122ait;Forse c'è una critica.;italian;positive; forse c'è una critica.;negative;negative
m_gio123ait;Credevo che il paradiso fosse avere dei bambini.;italian;positive; Credevo che il paradiso fosse avere dei bambini.;negative;negative
m_gio124ait;Ah sì diceva così.;italian;positive; Ah sì? Diceva così, eh?;negative;negative
m_gio125ait;Signora mi dispiace ma temo che ci sia un malinteso.;italian;positive; Signora mi dispiace ma temo che ci sia un malinteso.;negative;negative
m_gio127ait;Non sta mai seduta calma per un momento.;italian;positive; Non sta mai seduta, calma per un momento.;negative;negative
m_gio128ait;No lo so perché.;italian;positive; Non lo so, perché?;negative;negative
m_gio129ait;Mi sente un po' sciocco a dargliela di persona.;italian;positive; Mi sento un po' sciocco a dargliela di persona.;negative;negative
m_gio130ait;Non è così, l’ho usato, soltanto per ripulire.;italian;positive; Non è così, l'ho usato solo per ripulire.;negative;negative
m_gio132ait;Te ricordi che stavo solo scherzando.;italian;positive; Guardi che stavo solo scherzando!;negative;negative
m_gio133ait;C’ha creduto eh! non era male ;italian;positive; Ci hai creduto eh? Non è male!;positive;positive
m_gio134ait;Ok lo conosco il tipo.;italian;positive; Ok, lo conosco il tipo.;positive;positive
m_gio135ait;Ah  devo occuparmi di una ragazza.;italian;positive; Ah, devo occuparmi di una ragazza!;positive;negative
m_gio136ait;Senza cielo ciò ne doveo immaginarme.;italian;positive; Sento cielo, dovevo immaginarmi!;positive;negative
m_gio137ait; grazie signora.;italian;positive; Ah, grazie signore.;positive;positive
m_gio138ait;Su questo non ci piove.;italian;positive; Su questo non ci piove.;negative;negative
m_gio139ait;Il vecchio Don è inutile come le tete su un cinghiale maschio.;italian;positive; Il vecchio Don è inutile come le tette su un cinghiale maschio.;negative;negative
m_gio140ait;Tutti hanno un’idea personale di quello che credono sia il paradiso.;italian;positive; Tutti hanno un'idea personale di quello che credono sia il paradiso.;negative;negative
m_rab002ait;Una passeggiata.;italian;negative; Una passeggiata!;positive;positive
m_rab002bit;Tutto qui? Una passeggiata.;italian;negative; Tutto qui è una passeggiata!;positive;positive
m_rab006ait;È stato fatto per te.;italian;negative; È stato fatto per te!;positive;positive
m_rab006bit;Perché tu potesti salvarti.;italian;negative; Perché tu potessi salvarti?;negative;positive
m_rab006cit;È stato fatto per amore.;italian;negative; È stato fatto per amore!;positive;positive
m_rab007ait;Ho avuto il premio per la mia esibizione.;italian;negative; Ho avuto il premio per la mia esibizione.;positive;positive
m_rab009ait;Credi che me lo avrebbero dato se fossi stato cosí.;italian;negative; Credi che me lo avrebbero dato se fossi stato sano?;negative;negative
m_rab010bit;E questo mi fa incazzare di bruto.;italian;negative; E questo mi fa incazzare di brutto!;positive;negative
m_rab019cit;Se poi continuate a somministrarcele queste belle idiozie liberali.;italian;negative; E voi continuate a somministrarcene queste belle idiozie liberali!;negative;negative
m_rab019dit;Tutti si voltano dall’altra parte mentre il paese sta marcendo dal didentro.;italian;negative; Tutti si voltano dall'altra parte mentre il paese sta marcendo dal di dentro.;negative;negative
m_rab019fit;Centotrentanni! Ma quanto tempo gli serve per riuscire ad integrarsi?;italian;negative; 130 anni fa quanto tempo gli serve per riuscire a integrarsi?;negative;negative
m_rab020ait;Non sono più un bambino di quattordici anni lo sai.;italian;negative; Non sono più un bambino di 14 anni, lo sai?;negative;negative
m_rab021ait;Zitti! Cazzo!;italian;negative; SITTI, C***O!;negative;negative
m_rab021bit;È di mia figlia che si stà parlando.;italian;negative; E' di mia figlia che si sta parlando!;negative;negative
m_rab021cit;Dovete stare zitti!;italian;negative; Dovete stare zitti!;negative;negative
m_rab022ait;Che diavolo c'ero venuto a fare.;italian;negative; Che diavolo ce ne ho venuto a fare!;negative;negative
m_rab045ait;Ma si guardi cazzo, lei è uno sposto.;italian;negative; Ma se guardi cazzo lei è uno spostato;negative;negative
m_rab045bit;Da lezioni ha me sulla vita.;italian;negative; da lezioni a me sulla vita.;positive;positive
m_rab046ait;Esatto è morta cazzo. Sua moglie creppa e lei s’incassa le sue fiscie e va via.;italian;negative; Esatto, è morta, cazzo! Sua moglie crepa e lei in casa le sue fischie e se ne va via!;negative;negative
m_rab047ait;L’ha persa. Ha perso una grossa mano. Molte persone perdono una mano come questa ma hanno il fegato di ritornare in pista.;italian;negative; L'ha persa, ha perso la grossa mano! Molte persone perdono una mano come questa, ma hanno il fegato di ritornare in pista!;negative;negative
m_rab050ait;Ma perché credi che faccia così Jerry? Ti hè venuto il sospetto cazzo.;italian;negative; Ma perché credi che faccia così, Jerry? Ti è venuto il sospetto, cazzo!;negative;negative
m_rab053cit;E tu e i tuoi colleghi mi vedete come un caso pietoso.;italian;negative; E tu e i tuoi colleghi mi vedete come un caso pietoso!;negative;negative
m_rab055ait;Io non te biasimo! Quio non si parla di te cazzone di un matematico.;italian;negative; Io non ti biasimo! Qui non si parla di te, cazzone di un matematico!;negative;negative
m_rab055bit;È un bravo ragazzo!;italian;negative; È un bravo ragazzo!;positive;positive
m_rab055cit;Ve io non lascerò che tu lo faccia brandelli come ha cercato di fare a brandelli me ora.;italian;negative; E io non lascerò che tu lo faccia a Brandelli come hai cercato di fare a Brandelli me ora!;negative;negative
m_rab055dit;Non lascerò che tu lo faccia sentire un fallito.;italian;negative; Non lascerò che tu lo faccia sentire un fallito!;negative;negative
m_rab064bit;Io torno a casa quando o finite non un istante prima. È chiaro!?;italian;negative; Io torno a casa quando finite, non un istante prima, è chiaro?;negative;negative
m_rab067ait;O ti faccio a ffettine con questo!;italian;negative; o ti faccio affettine con questo!;negative;negative
m_rab070ait;E allora perché non mi dici quello che stai pensando!;italian;negative; E allora perché non mi dici quello che stai pensando?;negative;negative
m_rab084ait;E invece dovresti chiederlo!;italian;negative; E invece dovresti chiederlo!;negative;negative
m_rab087ait;Non mi interessa se lo ami!;italian;negative; Non mi interessa se lo ami!;negative;negative
m_rab089bit;C'è un autobus piano di morti!;italian;negative; C'è un autobus pieno di morti!;negative;negative
m_rab096bit;Io voglio fare il medico questo non è un gioco per me.;italian;negative; Io voglio fare il medico, questo non è un gioco per me!;negative;negative
m_rab097ait;Questo non è un passatempo.;italian;negative; Questo non è un passatempo!;negative;negative
m_rab097bit;Questa è una cosa molto seria.;italian;negative; Questa è una cosa molto seria!;negative;negative
m_rab102bit;Deve solo controllare che la sua testa sia un cazzo e stia attaccata al collo.;italian;negative; Deve solo controllare che la sua testa sia un cazzo e stia attaccata al collo!;negative;negative
m_rab115ait;Un incontro interrotto dall’arbitro fa pena.;italian;negative; Un incontro interrotto dall'arbitro? Fa pena!;negative;negative
m_rab121ait;Cosa vorrebbe dire.;italian;negative; Cosa vorrebbe dire?;negative;negative
m_tri001ait;Ci può sentire.;italian;negative; Ti fa sentire.;positive;positive
m_tri001bit;Così solo, sai fare del male a qualcuno.;italian;negative; Così solo sai fare a te male qualcuno.;negative;negative
m_tri002ait;Ti fà sentire e come.;italian;negative; ti fa sentire come...;negative;positive
m_tri002bit;Un alieno.;italian;negative; Un alliello!;negative;negative
m_tri004ait;Quando sono uscito di galera.;italian;negative; quando sono uscito di Calera.;negative;negative
m_tri004bit;Sai dopo ;italian;negative; Sai dopo.;positive;positive
m_tri004eit;Che per me quando ero in prigione.;italian;negative; che per me quando ero in prigione.;negative;negative
m_tri005ait;Le volevo bene.;italian;negative; voleva bene;negative;negative
m_tri005bit;Soprattutto.;italian;negative; Soprattutto...;negative;negative
m_tri005cit;Perché a quel tavolo di cucina quella sera.;italian;negative; perché a quel tavolo di cucina quella sera...;negative;negative
m_tri005dit;Era come se fossimo le ultime due pessone sulla terra.;italian;negative; Era come se fossimo le ultime due persone sulla terra.;negative;negative
m_tri005eit;Rifiutati.;italian;negative; rifiutati;negative;negative
m_tri006ait;Io voglio solo abbracciarla un’ultima volta.;italian;negative; Io voglio solo abbracciarla un'ultima volta.;negative;negative
m_tri007ait;Verso le otto.;italian;negative; Verso le otto.;negative;negative
m_tri008ait;E dovevamo partire domeni.;italian;negative; dovevamo partire domenica;negative;negative
m_tri008bit;Dovevamo sposarci appena arrivati.;italian;negative; Dovevamo sposarci appena arrivati.;negative;negative
m_tri008cit;Era questo il piano.;italian;negative; E' da questo il piano.;positive;negative
m_tri009ait;Io l’amavo da more.;italian;negative; Io l'ammavo da morire.;negative;positive
m_tri009bit;Non amerò nessun’altra così.;italian;negative; Non avrò nessun'altra così.;negative;negative
m_tri009cit;Succede una volta sola.;italian;negative; succede una volta sola;negative;negative
m_tri011ait;Però adesso ha deciso di morire.;italian;negative; Però adesso ho deciso di morire.;negative;negative
m_tri011bit;E invece voglio solo tenerlo con me.;italian;negative; Invece io voglio solo teressa con me.;negative;negative
m_tri011cit;Le giuro su mio padre che sono.;italian;negative; Le giuro su mio padre che so.;negative;negative
m_tri011dit;So che sarebbe peccato mortale farlo.;italian;negative; Lo so che sarebbe peccato mortale farlo.;negative;negative
m_tri011eit;Però ttenerla in vita è come ucciderla.;italian;negative; Però tenerla in vita è come ucciderla.;negative;negative
m_tri011fit;Capisce Padre.;italian;negative; Capisco, padre.;positive;positive
m_tri011git;Che cosa bisogna fare.;italian;negative; Che cosa bisogna fare?;negative;negative
m_tri012ait;Sono andato a trovarla stamattina.;italian;negative; Sono andato a troverla stamattina.;positive;positive
m_tri012bit;Ho visto che tu non c’eri.;italian;negative; Ho visto che tu non c'eri.;negative;negative
m_tri014ait;Beh forse tu non le firmerai.;italian;negative; Beh, forse tu non li filmerai.;negative;negative
m_tri014bit;Forse tu mi darai un po' di tempo.;italian;negative; Forse tu mi darei un po' di tempo.;positive;positive
m_tri014cit;Ed io cercherò di trovare una soluzione.;italian;negative; e io cercherò di trovare una soluzione.;positive;positive
m_tri015ait;Qualunque cosa tu faccia Rosen ha ragione su un punto.;italian;negative; Qualunque cosa tu faccia, Rosina ragione c'è un punto.;positive;positive
m_tri015cit;Non sei più al sicuro con me.;italian;negative; Non sei più al sicuro con me.;negative;negative
m_tri016ait;Non lo so.;italian;negative; Non lo so;negative;negative
m_tri016bit;Forsé il dottor Rosen può accompagnarti da tua madre.;italian;negative; Forse il dottor Rosen può accompagnarti da tua madre.;positive;positive
m_tri025ait;Poi una sera scopre di aver commesso uno sbaglio con uno di loro.;italian;negative; Poi una sera scopre di aver commesso uno sbaglio con uno di loro.;negative;negative
m_tri026ait;Quel momento non fa che pensare a lui, non può dimenticare.;italian;negative; E quel momento non fa che pensare a lui, non può dimenticare.;positive;positive
m_tri028ait;Lui non è più la stessa persona di una volta.;italian;negative; Lui non è più la stessa persona di una volta.;negative;negative
m_tri028bit;A sua moglie non piace la persona che lui è diventata.;italian;negative; e a sua moglie non piace la persona che lui è diventato.;negative;negative
m_tri029ait;A malappena si parlano. Ormai sono due strani.;italian;negative; A malapena si parlano ormai, sono due strane.;negative;negative
m_tri029bit;E poi un giorno Malcom incontra un bambino meraviglioso.;italian;negative; E poi un giorno Malcolm incontra un bambino meraviglioso.;positive;positive
m_tri030ait;Malcom decide di tentare di aiutare questo bambino.;italian;negative; e Malcolm decide di tentare di aiutare questo bambino.;negative;negative
m_tri030bit;Perché sente che …;italian;negative; perché sente che;negative;negative
m_tri030cit;… sarebbe come aiutare anche quell'altro.;italian;negative; Sarebbe come aiutare anche quell'altro.;negative;negative
m_tri038ait;Devi renderti conto che quando io ero piccolo lui era più spesso via che a casa.;italian;negative; Devi renderti conto che quando io ero piccolo lui era più spesso via che a casa.;negative;negative
m_tri038bit;Tanto che io cominciai a pensare che avessi una seconda vita altrove.;italian;negative; Tanto che io cominciai a pensare che avesse una seconda vita altrove.;negative;negative
m_tri039ait;Un'altra famiglia.;italian;negative; un'altra famiglia.;negative;negative
m_tri041ait;Comunque sia lui preferisce la sua seconda vita.;italian;negative; Comunque sia lui preferisce la sua seconda vita.;negative;negative
